converb,count,rank
go,14,27
come,7,20
do,7,15
see,6,3
get,4,6
eat,2,7
find,2,10
hide,2,9
sing,2,8
thank,1,20
sleep,1,14
know,1,15
rain,1,19
paddle,1,17
laugh,1,13
cry,1,16
wash,1,12
